Year,Month,Country,Branch,Product,SalesQuantity,Revenue,EmployeeCount,ProductPrice
2020,7,Turkey,Ankara,Laptops,105,98217.0,14,935.4
2020,7,Turkey,Ankara,Tablets,145,128238.0,11,884.4
2020,7,Turkey,Ankara,Headphones,166,111178.5,20,669.75
2020,7,Turkey,Antalya,Televisions,53,8576.46,6,161.82
2020,7,Turkey,Antalya,Smartphones,23,10620.48,34,461.76
2020,7,Turkey,Antalya,Laptops,63,77645.61,33,1232.47
2020,7,Turkey,Antalya,Tablets,26,23367.76,50,898.76
2020,7,Turkey,Antalya,Headphones,32,25534.72,18,797.96
2020,7,Oman,Muscat,Televisions,171,120958.56,47,707.36
2020,7,Oman,Muscat,Smartphones,105,131617.5,30,1253.5
2020,7,Oman,Muscat,Laptops,111,50622.66,33,456.06
2020,7,Oman,Muscat,Tablets,91,134452.5,38,1477.5
2020,7,Oman,Muscat,Headphones,133,53923.52,17,405.44
2020,7,Oman,Sohar,Televisions,132,96257.04,12,729.22
2020,7,Oman,Sohar,Smartphones,78,7003.62,17,89.79
2020,7,Oman,Sohar,Laptops,74,81282.34,13,1098.41
2020,7,Oman,Sohar,Tablets,87,4383.93,23,50.39
2020,7,Oman,Sohar,Headphones,82,81584.26,8,994.93
2020,7,USA,Austin,Televisions,137,54939.74,37,401.02
2020,7,USA,Austin,Smartphones,167,213741.63,17,1279.89
2020,7,USA,Austin,Laptops,144,140580.0,30,976.25
2020,7,USA,Austin,Tablets,200,236966.0,15,1184.83
2020,7,USA,Austin,Headphones,109,16850.31,36,154.59
2020,7,USA,New York,Televisions,22,15403.74,35,700.17
2020,7,USA,New York,Smartphones,46,43371.56,7,942.86
2020,7,USA,New York,Laptops,149,11003.65,13,73.85
2020,7,USA,New York,Tablets,18,2693.34,17,149.63
2020,7,USA,New York,Headphones,90,28273.5,9,314.15
2020,7,USA,Chicago,Televisions,133,76016.15,32,571.55
2020,7,USA,Chicago,Smartphones,129,110827.77,40,859.13
2020,7,USA,Chicago,Laptops,67,66429.83,36,991.49
2020,7,USA,Chicago,Tablets,94,84570.86,25,899.69
2020,7,USA,Chicago,Headphones,107,155070.82,8,1449.26
2020,8,Egypt,Cairo,Televisions,55,75174.0,17,1366.8
2020,8,Egypt,Cairo,Smartphones,90,71005.5,25,788.95
2020,8,Egypt,Cairo,Laptops,188,96145.08,49,511.41
2020,8,Egypt,Cairo,Tablets,115,150213.0,39,1306.2
2020,8,Egypt,Cairo,Headphones,87,84553.56,34,971.88
2020,8,Egypt,Giza,Televisions,146,39530.96,23,270.76
2020,8,Egypt,Giza,Smartphones,198,287367.3,44,1451.35
2020,8,Egypt,Giza,Laptops,37,50808.4,8,1373.2
2020,8,Egypt,Giza,Tablets,96,66523.2,41,692.95
2020,8,Egypt,Giza,Headphones,103,22467.39,10,218.13
2020,8,Egypt,Alexandria,Televisions,176,247635.52,45,1407.02
2020,8,Egypt,Alexandria,Smartphones,158,173999.08,33,1101.26
2020,8,Egypt,Alexandria,Laptops,139,23415.94,14,168.46
2020,8,Egypt,Alexandria,Tablets,152,205016.08,34,1348.79
2020,8,Egypt,Alexandria,Headphones,39,50157.9,6,1286.1
2020,8,Egypt,Faiyum,Televisions,195,31537.35,19,161.73
2020,8,Egypt,Faiyum,Smartphones,149,195698.09,24,1313.41
2020,8,Egypt,Faiyum,Laptops,66,74716.62,14,1132.07
2020,8,Egypt,Faiyum,Tablets,85,80697.3,19,949.38
2020,8,Egypt,Faiyum,Headphones,165,224891.7,42,1362.98
2020,8,Turkey,Istanbul,Televisions,117,128253.06,23,1096.18
2020,8,Turkey,Istanbul,Smartphones,198,251786.7,18,1271.65
2020,8,Turkey,Istanbul,Laptops,41,36620.79,16,893.19
2020,8,Turkey,Istanbul,Tablets,66,52058.82,42,788.77
2020,8,Turkey,Istanbul,Headphones,58,62176.58,20,1072.01
2020,8,Turkey,Bursa,Televisions,90,63802.8,30,708.92
2020,8,Turkey,Bursa,Smartphones,129,129292.83,50,1002.27
2020,8,Turkey,Bursa,Laptops,114,17701.92,32,155.28
2020,8,Turkey,Bursa,Tablets,176,196706.4,39,1117.65
2020,8,Turkey,Bursa,Headphones,120,53900.4,6,449.17
2020,8,Turkey,Ankara,Televisions,87,10474.8,37,120.4
2020,8,Turkey,Ankara,Smartphones,197,9970.17,50,50.61
2020,8,Turkey,Ankara,Laptops,200,249740.0,8,1248.7
2020,8,Turkey,Ankara,Tablets,16,12048.32,14,753.02
2020,8,Turkey,Ankara,Headphones,92,48632.12,29,528.61
2020,8,Turkey,Antalya,Televisions,160,77776.0,32,486.1
2020,8,Turkey,Antalya,Smartphones,101,117916.49,28,1167.49
2020,8,Turkey,Antalya,Laptops,57,7291.44,9,127.92
2020,8,Turkey,Antalya,Tablets,11,4480.63,32,407.33
2020,8,Turkey,Antalya,Headphones,23,32421.03,19,1409.61
2020,8,Oman,Muscat,Televisions,56,16554.16,14,295.61
2020,8,Oman,Muscat,Smartphones,29,12116.49,38,417.81
2020,8,Oman,Muscat,Laptops,38,11010.88,38,289.76
2020,8,Oman,Muscat,Tablets,150,33730.5,40,224.87
2020,8,Oman,Muscat,Headphones,68,82756.68,32,1217.01
2020,8,Oman,Sohar,Televisions,49,38969.21,47,795.29
2020,8,Oman,Sohar,Smartphones,125,141688.75,21,1133.51
2020,8,Oman,Sohar,Laptops,35,41004.25,26,1171.55
2020,8,Oman,Sohar,Tablets,131,65165.95,36,497.45
2020,8,Oman,Sohar,Headphones,71,46678.24,9,657.44
2020,8,USA,Austin,Televisions,104,155212.72,5,1492.43
2020,8,USA,Austin,Smartphones,155,124677.35,30,804.37
2020,8,USA,Austin,Laptops,113,120815.08,42,1069.16
2020,8,USA,Austin,Tablets,183,104046.48,43,568.56
2020,8,USA,Austin,Headphones,135,153900.0,45,1140.0
2020,8,USA,New York,Televisions,133,16562.49,36,124.53
2020,8,USA,New York,Smartphones,45,46930.05,10,1042.89
2020,8,USA,New York,Laptops,132,129151.44,20,978.42
2020,8,USA,New York,Tablets,158,174311.92,18,1103.24
2020,8,USA,New York,Headphones,94,87676.62,23,932.73
2020,8,USA,Chicago,Televisions,94,24367.62,28,259.23
2020,8,USA,Chicago,Smartphones,167,59709.18,32,357.54
2020,8,USA,Chicago,Laptops,99,82539.27,19,833.73
2020,8,USA,Chicago,Tablets,104,133262.48,30,1281.37
2020,8,USA,Chicago,Headphones,77,22253.77,24,289.01
2020,9,Egypt,Cairo,Televisions,185,146201.8,16,790.28
2020,9,Egypt,Cairo,Smartphones,187,278790.82,33,1490.86
2020,9,Egypt,Cairo,Laptops,107,152227.83,15,1422.69
2020,9,Egypt,Cairo,Tablets,25,7254.75,5,290.19
2020,9,Egypt,Cairo,Headphones,133,30700.39,14,230.83
2020,9,Egypt,Giza,Televisions,133,63910.49,22,480.53
2020,9,Egypt,Giza,Smartphones,112,151438.56,38,1352.13
2020,9,Egypt,Giza,Laptops,66,88164.12,8,1335.82
2020,9,Egypt,Giza,Tablets,65,56307.55,30,866.27
2020,9,Egypt,Giza,Headphones,105,95131.05,5,906.01
2020,9,Egypt,Alexandria,Televisions,45,29489.85,10,655.33
2020,9,Egypt,Alexandria,Smartphones,133,190309.7,8,1430.9
2020,9,Egypt,Alexandria,Laptops,32,30261.76,50,945.68
2020,9,Egypt,Alexandria,Tablets,42,27145.44,45,646.32
2020,9,Egypt,Alexandria,Headphones,53,9453.08,11,178.36
2020,9,Egypt,Faiyum,Televisions,129,133953.6,47,1038.4
2020,9,Egypt,Faiyum,Smartphones,51,33972.63,9,666.13
2020,9,Egypt,Faiyum,Laptops,37,48604.68,35,1313.64
2020,9,Egypt,Faiyum,Tablets,125,91083.75,23,728.67
2020,9,Egypt,Faiyum,Headphones,67,34933.13,49,521.39
2020,9,Turkey,Istanbul,Televisions,194,203455.56,7,1048.74
2020,9,Turkey,Istanbul,Smartphones,193,111822.27,25,579.39
2020,9,Turkey,Istanbul,Laptops,40,41054.8,17,1026.37
2020,9,Turkey,Istanbul,Tablets,116,170474.76,38,1469.61
2020,9,Turkey,Istanbul,Headphones,135,53088.75,39,393.25
2020,9,Turkey,Bursa,Televisions,81,53608.23,25,661.83
2020,9,Turkey,Bursa,Smartphones,78,80790.84,36,1035.78
2020,9,Turkey,Bursa,Laptops,181,34082.3,21,188.3
2020,9,Turkey,Bursa,Tablets,113,97303.17,6,861.09
2020,9,Turkey,Bursa,Headphones,136,12010.16,43,88.31
2020,9,Turkey,Ankara,Televisions,138,186613.26,23,1352.27
2020,9,Turkey,Ankara,Smartphones,114,110830.8,26,972.2
2020,9,Turkey,Ankara,Laptops,130,22726.6,27,174.82
2020,9,Turkey,Ankara,Tablets,56,54282.48,26,969.33
2020,9,Turkey,Ankara,Headphones,92,115940.24,29,1260.22
2020,9,Turkey,Antalya,Televisions,130,157566.5,21,1212.05
2020,9,Turkey,Antalya,Smartphones,185,95506.25,46,516.25
2020,9,Turkey,Antalya,Laptops,138,149263.56,48,1081.62
2020,9,Turkey,Antalya,Tablets,10,14421.1,18,1442.11
2020,9,Turkey,Antalya,Headphones,139,204097.87,33,1468.33
2020,9,Oman,Muscat,Televisions,154,55527.78,24,360.57
2020,9,Oman,Muscat,Smartphones,92,20634.68,46,224.29
2020,9,Oman,Muscat,Laptops,14,1763.16,33,125.94
2020,9,Oman,Muscat,Tablets,65,57549.05,27,885.37
2020,9,Oman,Muscat,Headphones,70,99156.4,48,1416.52
2020,9,Oman,Sohar,Televisions,34,49969.46,29,1469.69
2020,9,Oman,Sohar,Smartphones,173,236219.39,36,1365.43
2020,9,Oman,Sohar,Laptops,140,195986.0,47,1399.9
2020,9,Oman,Sohar,Tablets,154,149477.02,27,970.63
2020,9,Oman,Sohar,Headphones,145,141969.5,19,979.1
2020,9,USA,Austin,Televisions,188,65489.8,50,348.35
2020,9,USA,Austin,Smartphones,178,134512.82,24,755.69
2020,9,USA,Austin,Laptops,69,85551.03,19,1239.87
2020,9,USA,Austin,Tablets,24,23473.68,30,978.07
2020,9,USA,Austin,Headphones,180,89370.0,50,496.5
2020,9,USA,New York,Televisions,133,187917.03,26,1412.91
2020,9,USA,New York,Smartphones,191,142579.59,8,746.49
2020,9,USA,New York,Laptops,149,101747.63,15,682.87
2020,9,USA,New York,Tablets,200,157672.0,32,788.36
2020,9,USA,New York,Headphones,25,5936.75,22,237.47
2020,9,USA,Chicago,Televisions,198,204577.56,35,1033.22
2020,9,USA,Chicago,Smartphones,162,43892.28,13,270.94
2020,9,USA,Chicago,Laptops,76,88484.52,8,1164.27
2020,9,USA,Chicago,Tablets,169,207979.85,6,1230.65
2020,9,USA,Chicago,Headphones,193,159269.39,12,825.23
2020,10,Egypt,Cairo,Televisions,70,73101.7,12,1044.31
2020,10,Egypt,Cairo,Smartphones,175,107399.25,27,613.71
2020,10,Egypt,Cairo,Laptops,108,18796.32,13,174.04
2020,10,Egypt,Cairo,Tablets,103,78646.68,22,763.56
2020,10,Egypt,Cairo,Headphones,11,7525.65,21,684.15
2020,10,Egypt,Giza,Televisions,89,126040.02,17,1416.18
2020,10,Egypt,Giza,Smartphones,191,278082.63,32,1455.93
2020,10,Egypt,Giza,Laptops,73,74165.08,12,1015.96
2020,10,Egypt,Giza,Tablets,139,90304.13,38,649.67
2020,10,Egypt,Giza,Headphones,134,96266.94,26,718.41
2020,10,Egypt,Alexandria,Televisions,152,226969.44,8,1493.22
2020,10,Egypt,Alexandria,Smartphones,22,13136.2,28,597.1
2020,10,Egypt,Alexandria,Laptops,72,54498.96,46,756.93
2020,10,Egypt,Alexandria,Tablets,171,105491.61,18,616.91
2020,10,Egypt,Alexandria,Headphones,85,124847.15,24,1468.79
2020,10,Egypt,Faiyum,Televisions,164,137409.04,11,837.86
2020,10,Egypt,Faiyum,Smartphones,98,111448.54,31,1137.23
2020,10,Egypt,Faiyum,Laptops,95,132514.55,5,1394.89
2020,10,Egypt,Faiyum,Tablets,130,76497.2,10,588.44
2020,10,Egypt,Faiyum,Headphones,193,264809.51,18,1372.07
2020,10,Turkey,Istanbul,Televisions,117,124690.41,7,1065.73
2020,10,Turkey,Istanbul,Smartphones,137,19040.26,29,138.98
2020,10,Turkey,Istanbul,Laptops,73,71064.04,28,973.48
2020,10,Turkey,Istanbul,Tablets,191,179658.42,12,940.62
2020,10,Turkey,Istanbul,Headphones,132,134171.4,33,1016.45
2020,10,Turkey,Bursa,Televisions,157,20557.58,6,130.94
2020,10,Turkey,Bursa,Smartphones,178,265342.82,40,1490.69
2020,10,Turkey,Bursa,Laptops,44,58523.08,27,1330.07
2020,10,Turkey,Bursa,Tablets,25,16609.75,12,664.39
2020,10,Turkey,Bursa,Headphones,161,100777.95,28,625.95
2020,10,Turkey,Ankara,Televisions,64,61091.84,7,954.56
2020,10,Turkey,Ankara,Smartphones,155,174753.2,14,1127.44
2020,10,Turkey,Ankara,Laptops,186,277679.4,32,1492.9
2020,10,Turkey,Ankara,Tablets,155,153525.95,14,990.49
2020,10,Turkey,Ankara,Headphones,54,21725.82,32,402.33
2020,10,Turkey,Antalya,Televisions,106,7059.6,35,66.6
2020,10,Turkey,Antalya,Smartphones,197,150722.73,31,765.09
2020,10,Turkey,Antalya,Laptops,148,129402.32,20,874.34
2020,10,Turkey,Antalya,Tablets,72,77042.88,32,1070.04
2020,10,Turkey,Antalya,Headphones,119,20739.32,19,174.28
2020,10,Oman,Muscat,Televisions,29,5558.72,40,191.68
2020,10,Oman,Muscat,Smartphones,160,35096.0,12,219.35
2020,10,Oman,Muscat,Laptops,103,49204.13,30,477.71
2020,10,Oman,Muscat,Tablets,40,27311.2,22,682.78
2020,10,Oman,Muscat,Headphones,74,65499.62,44,885.13
2020,10,Oman,Sohar,Televisions,136,163100.72,39,1199.27
2020,10,Oman,Sohar,Smartphones,35,11036.55,12,315.33
2020,10,Oman,Sohar,Laptops,132,21513.36,12,162.98
2020,10,Oman,Sohar,Tablets,168,214662.0,7,1277.75
2020,10,Oman,Sohar,Headphones,20,17908.8,9,895.44
2020,10,USA,Austin,Televisions,182,198491.02,20,1090.61
2020,10,USA,Austin,Smartphones,119,19550.51,48,164.29
2020,10,USA,Austin,Laptops,88,10372.56,10,117.87
2020,10,USA,Austin,Tablets,40,20969.2,34,524.23
2020,10,USA,Austin,Headphones,123,16227.39,13,131.93
2020,10,USA,New York,Televisions,134,95922.56,16,715.84
2020,10,USA,New York,Smartphones,155,174564.1,47,1126.22
2020,10,USA,New York,Laptops,11,3514.39,39,319.49
2020,10,USA,New York,Tablets,47,53441.35,31,1137.05
2020,10,USA,New York,Headphones,126,16873.92,35,133.92
2020,10,USA,Chicago,Televisions,121,42538.76,50,351.56
2020,10,USA,Chicago,Smartphones,62,39189.58,19,632.09
2020,10,USA,Chicago,Laptops,145,196876.65,14,1357.77
2020,10,USA,Chicago,Tablets,169,35975.03,13,212.87
2020,10,USA,Chicago,Headphones,86,71880.52,6,835.82
2020,11,Egypt,Cairo,Televisions,63,54627.93,25,867.11
2020,11,Egypt,Cairo,Smartphones,55,56282.05,14,1023.31
2020,11,Egypt,Cairo,Laptops,178,46837.14,5,263.13
2020,11,Egypt,Cairo,Tablets,174,107554.62,5,618.13
2020,11,Egypt,Cairo,Headphones,66,46417.14,22,703.29
2020,11,Egypt,Giza,Televisions,53,19794.97,20,373.49
2020,11,Egypt,Giza,Smartphones,181,39481.53,8,218.13
2020,11,Egypt,Giza,Laptops,82,58912.08,31,718.44
2020,11,Egypt,Giza,Tablets,83,50293.85,30,605.95
2020,11,Egypt,Giza,Headphones,140,77614.6,17,554.39
2020,11,Egypt,Alexandria,Televisions,72,60827.76,12,844.83
2020,11,Egypt,Alexandria,Smartphones,104,117746.72,23,1132.18
2020,11,Egypt,Alexandria,Laptops,17,1525.24,31,89.72
2020,11,Egypt,Alexandria,Tablets,27,9862.02,25,365.26
2020,11,Egypt,Alexandria,Headphones,162,209467.62,50,1293.01
2020,11,Egypt,Faiyum,Televisions,147,98606.13,23,670.79
2020,11,Egypt,Faiyum,Smartphones,146,203462.68,20,1393.58
2020,11,Egypt,Faiyum,Laptops,149,32547.56,20,218.44
2020,11,Egypt,Faiyum,Tablets,119,36342.6,23,305.4
2020,11,Egypt,Faiyum,Headphones,64,66716.16,16,1042.44
2020,11,Turkey,Istanbul,Televisions,200,15234.0,38,76.17
2020,11,Turkey,Istanbul,Smartphones,18,26592.48,30,1477.36
2020,11,Turkey,Istanbul,Laptops,133,188474.3,23,1417.1
2020,11,Turkey,Istanbul,Tablets,183,25041.72,9,136.84
2020,11,Turkey,Istanbul,Headphones,126,105165.9,38,834.65
2020,11,Turkey,Bursa,Televisions,47,6012.71,19,127.93
2020,11,Turkey,Bursa,Smartphones,89,115096.58,9,1293.22
2020,11,Turkey,Bursa,Laptops,77,8963.57,12,116.41
2020,11,Turkey,Bursa,Tablets,183,144077.73,15,787.31
2020,11,Turkey,Bursa,Headphones,41,52613.66,15,1283.26
2020,11,Turkey,Ankara,Televisions,147,191773.26,46,1304.58
2020,11,Turkey,Ankara,Smartphones,18,6495.66,17,360.87
2020,11,Turkey,Ankara,Laptops,53,60041.05,45,1132.85
2020,11,Turkey,Ankara,Tablets,126,48531.42,49,385.17
2020,11,Turkey,Ankara,Headphones,89,44756.32,10,502.88
2020,11,Turkey,Antalya,Televisions,169,248546.61,14,1470.69
2020,11,Turkey,Antalya,Smartphones,27,17305.38,7,640.94
2020,11,Turkey,Antalya,Laptops,149,29875.99,14,200.51
2020,11,Turkey,Antalya,Tablets,20,14543.4,36,727.17
2020,11,Turkey,Antalya,Headphones,49,68712.21,22,1402.29
2020,11,Oman,Muscat,Televisions,94,134739.6,15,1433.4
2020,11,Oman,Muscat,Smartphones,75,81979.5,28,1093.06
2020,11,Oman,Muscat,Laptops,199,239460.68,28,1203.32
2020,11,Oman,Muscat,Tablets,155,163692.4,12,1056.08
2020,11,Oman,Muscat,Headphones,136,115906.0,17,852.25
2020,11,Oman,Sohar,Televisions,77,105631.68,19,1371.84
2020,11,Oman,Sohar,Smartphones,77,46816.77,30,608.01
2020,11,Oman,Sohar,Laptops,60,43749.0,21,729.15
2020,11,Oman,Sohar,Tablets,53,58858.09,18,1110.53
2020,11,Oman,Sohar,Headphones,20,6556.8,37,327.84
2020,11,USA,Austin,Televisions,81,111406.59,34,1375.39
2020,11,USA,Austin,Smartphones,95,124860.4,34,1314.32
2020,11,USA,Austin,Laptops,105,50627.85,26,482.17
2020,11,USA,Austin,Tablets,78,73914.36,37,947.62
2020,11,USA,Austin,Headphones,131,66947.55,19,511.05
2020,11,USA,New York,Televisions,106,94536.1,8,891.85
2020,11,USA,New York,Smartphones,155,84262.65,43,543.63
2020,11,USA,New York,Laptops,51,3854.58,40,75.58
2020,11,USA,New York,Tablets,181,156088.97,37,862.37
2020,11,USA,New York,Headphones,53,66994.65,10,1264.05
2020,11,USA,Chicago,Televisions,185,93227.05,43,503.93
2020,11,USA,Chicago,Smartphones,34,2634.32,19,77.48
2020,11,USA,Chicago,Laptops,168,98720.16,33,587.62
2020,11,USA,Chicago,Tablets,146,88081.8,37,603.3
2020,11,USA,Chicago,Headphones,86,61584.6,49,716.1
2020,12,Egypt,Cairo,Televisions,133,39379.97,14,296.09
2020,12,Egypt,Cairo,Smartphones,136,106645.76,38,784.16
2020,12,Egypt,Cairo,Laptops,181,202835.84,6,1120.64
2020,12,Egypt,Cairo,Tablets,177,120333.45,41,679.85
2020,12,Egypt,Cairo,Headphones,34,28160.5,25,828.25
2020,12,Egypt,Giza,Televisions,122,42266.9,49,346.45
2020,12,Egypt,Giza,Smartphones,37,36695.12,31,991.76
2020,12,Egypt,Giza,Laptops,65,23901.15,11,367.71
2020,12,Egypt,Giza,Tablets,121,78074.04,44,645.24
2020,12,Egypt,Giza,Headphones,199,78236.85,32,393.15
2020,12,Egypt,Alexandria,Televisions,170,85187.0,36,501.1
2020,12,Egypt,Alexandria,Smartphones,101,105880.32,12,1048.32
2020,12,Egypt,Alexandria,Laptops,167,157459.29,34,942.87
2020,12,Egypt,Alexandria,Tablets,194,169748.06,12,874.99
2020,12,Egypt,Alexandria,Headphones,193,206533.16,34,1070.12
2020,12,Egypt,Faiyum,Televisions,91,120898.05,46,1328.55
2020,12,Egypt,Faiyum,Smartphones,97,102920.88,33,1061.04
2020,12,Egypt,Faiyum,Laptops,98,6657.14,22,67.93
2020,12,Egypt,Faiyum,Tablets,194,249759.48,26,1287.42
2020,12,Egypt,Faiyum,Headphones,88,61385.28,48,697.56
2020,12,Turkey,Istanbul,Televisions,94,46495.22,8,494.63
2020,12,Turkey,Istanbul,Smartphones,167,185707.34,17,1112.02
2020,12,Turkey,Istanbul,Laptops,53,73929.7,8,1394.9
2020,12,Turkey,Istanbul,Tablets,181,117792.99,47,650.79
2020,12,Turkey,Istanbul,Headphones,87,99439.26,50,1142.98
2020,12,Turkey,Bursa,Televisions,77,36675.87,38,476.31
2020,12,Turkey,Bursa,Smartphones,97,62027.62,38,639.46
2020,12,Turkey,Bursa,Laptops,116,157345.88,9,1356.43
2020,12,Turkey,Bursa,Tablets,74,47743.32,33,645.18
2020,12,Turkey,Bursa,Headphones,98,139080.62,32,1419.19
2020,12,Turkey,Ankara,Televisions,125,181558.75,13,1452.47
2020,12,Turkey,Ankara,Smartphones,153,216703.08,11,1416.36
2020,12,Turkey,Ankara,Laptops,165,62929.35,7,381.39
2020,12,Turkey,Ankara,Tablets,120,82320.0,9,686.0
2020,12,Turkey,Ankara,Headphones,26,23218.78,46,893.03
2020,12,Turkey,Antalya,Televisions,145,75044.75,15,517.55
2020,12,Turkey,Antalya,Smartphones,64,45808.64,39,715.76
2020,12,Turkey,Antalya,Laptops,150,163758.0,26,1091.72
2020,12,Turkey,Antalya,Tablets,90,5853.6,14,65.04
2020,12,Turkey,Antalya,Headphones,61,59567.11,29,976.51
2020,12,Oman,Muscat,Televisions,78,81006.9,46,1038.55
2020,12,Oman,Muscat,Smartphones,179,99966.13,48,558.47
2020,12,Oman,Muscat,Laptops,76,89739.28,35,1180.78
2020,12,Oman,Muscat,Tablets,42,43654.38,20,1039.39
2020,12,Oman,Muscat,Headphones,121,49233.69,6,406.89
2020,12,Oman,Sohar,Televisions,64,94316.8,38,1473.7
2020,12,Oman,Sohar,Smartphones,16,4204.96,6,262.81
2020,12,Oman,Sohar,Laptops,55,37355.45,47,679.19
2020,12,Oman,Sohar,Tablets,19,11923.45,29,627.55
2020,12,Oman,Sohar,Headphones,25,25392.75,37,1015.71
2020,12,USA,Austin,Televisions,45,67315.05,20,1495.89
2020,12,USA,Austin,Smartphones,173,70272.6,17,406.2
2020,12,USA,Austin,Laptops,106,131281.0,30,1238.5
2020,12,USA,Austin,Tablets,78,99002.28,37,1269.26
2020,12,USA,Austin,Headphones,150,93019.5,23,620.13
2020,12,USA,New York,Televisions,38,12141.76,27,319.52
2020,12,USA,New York,Smartphones,33,31225.26,6,946.22
2020,12,USA,New York,Laptops,147,36523.62,35,248.46
2020,12,USA,New York,Tablets,147,90028.68,6,612.44
2020,12,USA,New York,Headphones,182,180664.12,15,992.66
2020,12,USA,Chicago,Televisions,185,26201.55,45,141.63
2020,12,USA,Chicago,Smartphones,160,209710.4,31,1310.69
2020,12,USA,Chicago,Laptops,191,207202.53,12,1084.83
2020,12,USA,Chicago,Tablets,42,10785.6,9,256.8
2020,12,USA,Chicago,Headphones,159,38358.75,40,241.25
2021,1,Egypt,Cairo,Televisions,18,24330.42,22,1351.69
2021,1,Egypt,Cairo,Smartphones,194,241285.56,44,1243.74
2021,1,Egypt,Cairo,Laptops,135,62387.55,33,462.13
2021,1,Egypt,Cairo,Tablets,125,109648.75,19,877.19
2021,1,Egypt,Cairo,Headphones,36,50495.4,30,1402.65
2021,1,Egypt,Giza,Televisions,57,28556.43,39,500.99
2021,1,Egypt,Giza,Smartphones,183,226722.36,37,1238.92
2021,1,Egypt,Giza,Laptops,49,72705.71,47,1483.79
2021,1,Egypt,Giza,Tablets,153,179069.67,46,1170.39
2021,1,Egypt,Giza,Headphones,31,15244.87,26,491.77
2021,1,Egypt,Alexandria,Televisions,69,33280.08,38,482.32
2021,1,Egypt,Alexandria,Smartphones,16,18118.56,12,1132.41
2021,1,Egypt,Alexandria,Laptops,76,93374.36,45,1228.61
2021,1,Egypt,Alexandria,Tablets,92,30497.08,24,331.49
2021,1,Egypt,Alexandria,Headphones,56,62215.44,18,1110.99
2021,1,Egypt,Faiyum,Televisions,58,36209.98,24,624.31
2021,1,Egypt,Faiyum,Smartphones,160,26219.2,19,163.87
2021,1,Egypt,Faiyum,Laptops,27,23406.3,30,866.9
2021,1,Egypt,Faiyum,Tablets,186,146690.76,15,788.66
2021,1,Egypt,Faiyum,Headphones,72,83648.16,21,1161.78
2021,1,Turkey,Istanbul,Televisions,67,15812.67,17,236.01
2021,1,Turkey,Istanbul,Smartphones,62,69102.1,20,1114.55
2021,1,Turkey,Istanbul,Laptops,178,52177.14,23,293.13
2021,1,Turkey,Istanbul,Tablets,61,16598.1,15,272.1
2021,1,Turkey,Istanbul,Headphones,197,239514.57,39,1215.81
2021,1,Turkey,Bursa,Televisions,185,172703.05,50,933.53
2021,1,Turkey,Bursa,Smartphones,36,24887.16,49,691.31
2021,1,Turkey,Bursa,Laptops,45,67237.65,32,1494.17
2021,1,Turkey,Bursa,Tablets,79,68098.79,43,862.01
2021,1,Turkey,Bursa,Headphones,96,49682.88,36,517.53
2021,1,Turkey,Ankara,Televisions,58,68370.4,26,1178.8
2021,1,Turkey,Ankara,Smartphones,168,191508.24,30,1139.93
2021,1,Turkey,Ankara,Laptops,94,46336.36,41,492.94
2021,1,Turkey,Ankara,Tablets,193,275030.79,5,1425.03
2021,1,Turkey,Ankara,Headphones,124,169025.64,14,1363.11
2021,1,Turkey,Antalya,Televisions,171,193168.44,35,1129.64
2021,1,Turkey,Antalya,Smartphones,147,147862.89,16,1005.87
2021,1,Turkey,Antalya,Laptops,28,32513.32,44,1161.19
2021,1,Turkey,Antalya,Tablets,73,14764.98,25,202.26
2021,1,Turkey,Antalya,Headphones,69,43654.23,22,632.67
2021,1,Oman,Muscat,Televisions,63,88614.54,6,1406.58
2021,1,Oman,Muscat,Smartphones,109,77818.37,27,713.93
2021,1,Oman,Muscat,Laptops,42,26451.6,19,629.8
2021,1,Oman,Muscat,Tablets,192,238594.56,17,1242.68
2021,1,Oman,Muscat,Headphones,183,165270.96,35,903.12
2021,1,Oman,Sohar,Televisions,163,128144.08,38,786.16
2021,1,Oman,Sohar,Smartphones,31,18205.99,29,587.29
2021,1,Oman,Sohar,Laptops,71,43481.11,18,612.41
2021,1,Oman,Sohar,Tablets,93,23341.14,23,250.98
2021,1,Oman,Sohar,Headphones,81,73394.1,41,906.1
2021,1,USA,Austin,Televisions,63,75578.58,7,1199.66
2021,1,USA,Austin,Smartphones,105,44126.25,25,420.25
2021,1,USA,Austin,Laptops,15,22127.55,10,1475.17
2021,1,USA,Austin,Tablets,64,13664.64,11,213.51
2021,1,USA,Austin,Headphones,61,61780.8,16,1012.8
2021,1,USA,New York,Televisions,77,96123.72,16,1248.36
2021,1,USA,New York,Smartphones,191,267277.76,33,1399.36
2021,1,USA,New York,Laptops,89,63994.56,25,719.04
2021,1,USA,New York,Tablets,139,118654.57,42,853.63
2021,1,USA,New York,Headphones,122,107070.86,37,877.63
2021,1,USA,Chicago,Televisions,78,52245.96,44,669.82
2021,1,USA,Chicago,Smartphones,98,9424.66,25,96.17
2021,1,USA,Chicago,Laptops,169,233928.11,32,1384.19
2021,1,USA,Chicago,Tablets,159,213810.48,38,1344.72
2021,1,USA,Chicago,Headphones,85,13022.0,15,153.2
2021,2,Egypt,Cairo,Televisions,50,37841.0,24,756.82
2021,2,Egypt,Cairo,Smartphones,143,56672.33,30,396.31
